time,Nusselt_number,dt,max_fluid_vel_y,middle_porosity,middle_press,middle_temp,min_fluid_vel_y,new_timestep,num_li,num_nli,one_minus_Nusselt
0,1,0,0,0.3,0.51,0.7,0,0,0,0,0
1,3.0313542422151,0,4.5000239674122,0.3,0.51017201866021,0.5547281269347,-4.2645738803562,1e-15,202,7,-2.0313542422151

